,prefecture,municipality name,municipalities,region,majorIsland,district
1337,Fukuoka (福岡縣),Soeda (添田町),town,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1338,Fukuoka (福岡縣),Itoda (糸田町),town,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1339,Fukuoka (福岡縣),Kawasaki (川崎町),town,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1340,Fukuoka (福岡縣),Ōtō (大任町),town,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1341,Fukuoka (福岡縣),Fukuchi (福智町),town,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1342,Fukuoka (福岡縣),Kanda (苅田町),town,Kyūshū (九州),Kyūshū (九州),Miyako (京都郡)
1343,Fukuoka (福岡縣),Miyako (みやこ町),town,Kyūshū (九州),Kyūshū (九州),Miyako (京都郡)
1344,Fukuoka (福岡縣),Yoshitomi (吉富町),town,Kyūshū (九州),Kyūshū (九州),Chikujō (築上郡)
1345,Fukuoka (福岡縣),Kōge (上毛町),town,Kyūshū (九州),Kyūshū (九州),Chikujō (築上郡)
1346,Fukuoka (福岡縣),Chikujō (築上町),town,Kyūshū (九州),Kyūshū (九州),Chikujō (築上郡)
1347,Fukuoka (福岡縣),Tōhō (東峰村),village,Kyūshū (九州),Kyūshū (九州),Asakura (朝倉郡)
1348,Fukuoka (福岡縣),Aka (赤村),village,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1349,Kagoshima (鹿兒島縣),Kagoshima (鹿児島市),city,Kyūshū (九州),Kyūshū (九州),Kagoshima (鹿児島市)
1350,Kagoshima (鹿兒島縣),Kanoya (鹿屋市),city,Kyūshū (九州),Kyūshū (九州),Kanoya (鹿屋市)
1351,Kagoshima (鹿兒島縣),Makurazaki (枕崎市),city,Kyūshū (九州),Kyūshū (九州),Makurazaki (枕崎市)
1352,Kagoshima (鹿兒島縣),Akune (阿久根市),city,Kyūshū (九州),Kyūshū (九州),Akune (阿久根市)
1353,Kagoshima (鹿兒島縣),Izumi (出水市),city,Kyūshū (九州),Kyūshū (九州),Izumi (出水市)
1354,Kagoshima (鹿兒島縣),Ibusuki (指宿市),city,Kyūshū (九州),Kyūshū (九州),Ibusuki (指宿市)
1355,Kagoshima (鹿兒島縣),Minamisatsuma (南さつま市),city,Kyūshū (九州),Kyūshū (九州),Minamisatsuma (南さつま市)
1356,Kagoshima (鹿兒島縣),Nishinoomote (西之表市),city,Kyūshū (九州),Kyūshū (九州),Nishinoomote (西之表市)
1357,Kagoshima (鹿兒島縣),Tarumizu (垂水市),city,Kyūshū (九州),Kyūshū (九州),Tarumizu (垂水市)
1358,Kagoshima (鹿兒島縣),Satsumasendai (薩摩川内市),city,Kyūshū (九州),Kyūshū (九州),Satsumasendai (薩摩川内市)
1359,Kagoshima (鹿兒島縣),Hioki (日置市),city,Kyūshū (九州),Kyūshū (九州),Hioki (日置市)
1360,Kagoshima (鹿兒島縣),Soo (曽於市),city,Kyūshū (九州),Kyūshū (九州),Soo (曽於市)
1361,Kagoshima (鹿兒島縣),Ichikikushikino (いちき串木野市),city,Kyūshū (九州),Kyūshū (九州),Ichikikushikino (いちき串木野市)
1362,Kagoshima (鹿兒島縣),Kirishima (霧島市),city,Kyūshū (九州),Kyūshū (九州),Kirishima (霧島市)
1363,Kagoshima (鹿兒島縣),Shibushi (志布志市),city,Kyūshū (九州),Kyūshū (九州),Shibushi (志布志市)
1364,Kagoshima (鹿兒島縣),Amami (奄美市),city,Kyūshū (九州),Kyūshū (九州),Amami (奄美市)
1365,Kagoshima (鹿兒島縣),Minamikyūshū (南九州市),city,Kyūshū (九州),Kyūshū (九州),Minamikyūshū (南九州市)
1366,Kagoshima (鹿兒島縣),Isa (伊佐市),city,Kyūshū (九州),Kyūshū (九州),Isa (伊佐市)
1367,Kagoshima (鹿兒島縣),Aira (姶良市),city,Kyūshū (九州),Kyūshū (九州),Aira (姶良市)
1368,Kagoshima (鹿兒島縣),Satsuma (さつま町),town,Kyūshū (九州),Kyūshū (九州),Satsuma (薩摩郡)
1369,Kagoshima (鹿兒島縣),Nagashima (長島町),town,Kyūshū (九州),Kyūshū (九州),Izumi (出水郡)
1370,Kagoshima (鹿兒島縣),Yūsui (湧水町),town,Kyūshū (九州),Kyūshū (九州),Aira (姶良郡)
1371,Kagoshima (鹿兒島縣),Ōsaki (大崎町),town,Kyūshū (九州),Kyūshū (九州),Soo (曽於郡)
1372,Kagoshima (鹿兒島縣),Higashikushira (東串良町),town,Kyūshū (九州),Kyūshū (九州),Kimotsuki (肝属郡)
1373,Kagoshima (鹿兒島縣),Kinkō (錦江町),town,Kyūshū (九州),Kyūshū (九州),Kimotsuki (肝属郡)
1374,Kagoshima (鹿兒島縣),Minamiōsumi (南大隅町),town,Kyūshū (九州),Kyūshū (九州),Kimotsuki (肝属郡)
1375,Kagoshima (鹿兒島縣),Kimotsuki (肝付町),town,Kyūshū (九州),Kyūshū (九州),Kimotsuki (肝属郡)
1376,Kagoshima (鹿兒島縣),Nakatane (中種子町),town,Kyūshū (九州),Kyūshū (九州),Kumage (熊毛郡)
1377,Kagoshima (鹿兒島縣),Minamitane (南種子町),town,Kyūshū (九州),Kyūshū (九州),Kumage (熊毛郡)
1378,Kagoshima (鹿兒島縣),Yakushima (屋久島町),town,Kyūshū (九州),Kyūshū (九州),Kumage (熊毛郡)
1379,Kagoshima (鹿兒島縣),Setouchi (瀬戸内町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1380,Kagoshima (鹿兒島縣),Tatsugō (龍郷町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1381,Kagoshima (鹿兒島縣),Kikai (喜界町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1382,Kagoshima (鹿兒島縣),Tokunoshima (徳之島町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1383,Kagoshima (鹿兒島縣),Amagi (天城町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1384,Kagoshima (鹿兒島縣),Isen (伊仙町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1385,Kagoshima (鹿兒島縣),Wadomari (和泊町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1386,Kagoshima (鹿兒島縣),China (知名町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1387,Kagoshima (鹿兒島縣),Yoron (与論町),town,Kyūshū (九州),Kyūshū (九州),Ōshima (大島郡)
1388,Kagoshima (鹿兒島縣),Mishima (三島村),village,Kyūshū (九州),Kyūshū (九州),Higashiusuki (東臼杵郡)
1389,Kagoshima (鹿兒島縣),Toshima (十島村),village,Kyūshū (九州),Kyūshū (九州),Higashiusuki (東臼杵郡)
1390,Kagoshima (鹿兒島縣),Yamato (大和村),village,Kyūshū (九州),Kyūshū (九州),Oshima (大島郡)
1391,Kagoshima (鹿兒島縣),Uken (宇検村),village,Kyūshū (九州),Kyūshū (九州),Oshima (大島郡)
1392,Kumamoto (熊本縣),Kumamoto (熊本市),city,Kyūshū (九州),Kyūshū (九州),Kumamoto (熊本市)
1393,Kumamoto (熊本縣),Yatsushiro (八代市),city,Kyūshū (九州),Kyūshū (九州),Yatsushiro (八代市)
1394,Kumamoto (熊本縣),Hitoyoshi (人吉市),city,Kyūshū (九州),Kyūshū (九州),Hitoyoshi (人吉市)
1395,Kumamoto (熊本縣),Arao (荒尾市),city,Kyūshū (九州),Kyūshū (九州),Arao (荒尾市)
1396,Kumamoto (熊本縣),Minamata (水俣市),city,Kyūshū (九州),Kyūshū (九州),Minamata (水俣市)
1397,Kumamoto (熊本縣),Tamana (玉名市),city,Kyūshū (九州),Kyūshū (九州),Tamana (玉名市)
1398,Kumamoto (熊本縣),Yamaga (山鹿市),city,Kyūshū (九州),Kyūshū (九州),Yamaga (山鹿市)
1399,Kumamoto (熊本縣),Kikuchi (菊池市),city,Kyūshū (九州),Kyūshū (九州),Kikuchi (菊池市)
1400,Kumamoto (熊本縣),Uto (宇土市),city,Kyūshū (九州),Kyūshū (九州),Uto (宇土市)
1401,Kumamoto (熊本縣),Kami-Amakusa (上天草市),city,Kyūshū (九州),Kyūshū (九州),Kami-Amakusa (上天草市)
1402,Kumamoto (熊本縣),Uki (宇城市),city,Kyūshū (九州),Kyūshū (九州),Uki (宇城市)
1403,Kumamoto (熊本縣),Aso (阿蘇市),city,Kyūshū (九州),Kyūshū (九州),Aso (阿蘇市)
1404,Kumamoto (熊本縣),Kōshi (合志市),city,Kyūshū (九州),Kyūshū (九州),Kōshi (合志市)
1405,Kumamoto (熊本縣),Amakusa (天草市),city,Kyūshū (九州),Kyūshū (九州),Amakusa (天草市)
1406,Kumamoto (熊本縣),Misato (美里町),town,Kyūshū (九州),Kyūshū (九州),Shimomashiki (下益城郡)
1407,Kumamoto (熊本縣),Gyokutō (玉東町),town,Kyūshū (九州),Kyūshū (九州),Tamana (玉名郡)
1408,Kumamoto (熊本縣),Nankan (南関町),town,Kyūshū (九州),Kyūshū (九州),Tamana (玉名郡)
1409,Kumamoto (熊本縣),Nagasu (長洲町),town,Kyūshū (九州),Kyūshū (九州),Tamana (玉名郡)
1410,Kumamoto (熊本縣),Nagomi (和水町),town,Kyūshū (九州),Kyūshū (九州),Tamana (玉名郡)
1411,Kumamoto (熊本縣),Ōzu (大津町),town,Kyūshū (九州),Kyūshū (九州),Kikuchi (菊池郡)
1412,Kumamoto (熊本縣),Kikuyō (菊陽町),town,Kyūshū (九州),Kyūshū (九州),Kikuchi (菊池郡)
1413,Kumamoto (熊本縣),Minamioguni (南小国町),town,Kyūshū (九州),Kyūshū (九州),Aso (阿蘇郡)
1414,Kumamoto (熊本縣),Oguni (小国町),town,Kyūshū (九州),Kyūshū (九州),Aso (阿蘇郡)
1415,Kumamoto (熊本縣),Takamori (高森町),town,Kyūshū (九州),Kyūshū (九州),Aso (阿蘇郡)
1416,Kumamoto (熊本縣),Mifune (御船町),town,Kyūshū (九州),Kyūshū (九州),Kamimashiki (上益城郡)
1417,Kumamoto (熊本縣),Kashima (嘉島町),town,Kyūshū (九州),Kyūshū (九州),Kamimashiki (上益城郡)
1418,Kumamoto (熊本縣),Mashiki (益城町),town,Kyūshū (九州),Kyūshū (九州),Kamimashiki (上益城郡)
1419,Kumamoto (熊本縣),Kōsa (甲佐町),town,Kyūshū (九州),Kyūshū (九州),Kamimashiki (上益城郡)
1420,Kumamoto (熊本縣),Yamato (山都町),town,Kyūshū (九州),Kyūshū (九州),Kamimashiki (上益城郡)
1421,Kumamoto (熊本縣),Hikawa (氷川町),town,Kyūshū (九州),Kyūshū (九州),Yatsushiro (八代郡)
1422,Kumamoto (熊本縣),Ashikita (芦北町),town,Kyūshū (九州),Kyūshū (九州),Ashikita (葦北郡)
1423,Kumamoto (熊本縣),Tsunagi (津奈木町),town,Kyūshū (九州),Kyūshū (九州),Ashikita (葦北郡)
1424,Kumamoto (熊本縣),Nishiki (錦町),town,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1425,Kumamoto (熊本縣),Taragi (多良木町),town,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1426,Kumamoto (熊本縣),Yunomae (湯前町),town,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1427,Kumamoto (熊本縣),Asagiri (あさぎり町),town,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1428,Kumamoto (熊本縣),Reihoku (苓北町),town,Kyūshū (九州),Kyūshū (九州),Amakusa (天草郡)
1429,Kumamoto (熊本縣),Ubuyama (産山村),village,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1430,Kumamoto (熊本縣),Nishihara (西原村),village,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1431,Kumamoto (熊本縣),Minamiaso (南阿蘇村),village,Kyūshū (九州),Kyūshū (九州),Tagawa (田川郡)
1432,Kumamoto (熊本縣),Mizukami (水上村),village,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1433,Kumamoto (熊本縣),Sagara (相良村),village,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1434,Kumamoto (熊本縣),Itsuki (五木村),village,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1435,Kumamoto (熊本縣),Yamae (山江村),village,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1436,Kumamoto (熊本縣),Kuma (球磨村),village,Kyūshū (九州),Kyūshū (九州),Kuma (球磨郡)
1437,Miyazaki (宮崎縣),Miyazaki (宮崎市),city,Kyūshū (九州),Kyūshū (九州),Miyazaki (宮崎市)
1438,Miyazaki (宮崎縣),Miyakonojō (都城市),city,Kyūshū (九州),Kyūshū (九州),Miyakonojō (都城市)
1439,Miyazaki (宮崎縣),Nobeoka (延岡市),city,Kyūshū (九州),Kyūshū (九州),Nobeoka (延岡市)
1440,Miyazaki (宮崎縣),Nichinan (日南市),city,Kyūshū (九州),Kyūshū (九州),Nichinan (日南市)
1441,Miyazaki (宮崎縣),Kobayashi (小林市),city,Kyūshū (九州),Kyūshū (九州),Kobayashi (小林市)
1442,Miyazaki (宮崎縣),Hyūga (日向市),city,Kyūshū (九州),Kyūshū (九州),Hyūga (日向市)
1443,Miyazaki (宮崎縣),Kushima (串間市),city,Kyūshū (九州),Kyūshū (九州),Kushima (串間市)
1444,Miyazaki (宮崎縣),Saito (西都市),city,Kyūshū (九州),Kyūshū (九州),Saito (西都市)
1445,Miyazaki (宮崎縣),Ebino (えびの市),city,Kyūshū (九州),Kyūshū (九州),Ebino (えびの市)
1446,Miyazaki (宮崎縣),Mimata (三股町),town,Kyūshū (九州),Kyūshū (九州),Kitamorokata (北諸県郡)
1447,Miyazaki (宮崎縣),Takaharu (高原町),town,Kyūshū (九州),Kyūshū (九州),Nishimorokata (西諸県郡)
1448,Miyazaki (宮崎縣),Kunitomi (国富町),town,Kyūshū (九州),Kyūshū (九州),Higashimorokata (東諸県郡)
1449,Miyazaki (宮崎縣),Aya (綾町),town,Kyūshū (九州),Kyūshū (九州),Higashimorokata (東諸県郡)
1450,Miyazaki (宮崎縣),Takanabe (高鍋町),town,Kyūshū (九州),Kyūshū (九州),Koyu (宮崎県)
1451,Miyazaki (宮崎縣),Shintomi (新富町),town,Kyūshū (九州),Kyūshū (九州),Koyu (宮崎県)
1452,Miyazaki (宮崎縣),Kijō (木城町),town,Kyūshū (九州),Kyūshū (九州),Koyu (宮崎県)
1453,Miyazaki (宮崎縣),Kawaminami (川南町),town,Kyūshū (九州),Kyūshū (九州),Koyu (宮崎県)
1454,Miyazaki (宮崎縣),Tsuno (都農町),town,Kyūshū (九州),Kyūshū (九州),Koyu (宮崎県)
1455,Miyazaki (宮崎縣),Kadogawa (門川町),town,Kyūshū (九州),Kyūshū (九州),Higashiusuki (東臼杵郡)
1456,Miyazaki (宮崎縣),Misato (美郷町),town,Kyūshū (九州),Kyūshū (九州),Higashiusuki (東臼杵郡)
1457,Miyazaki (宮崎縣),Takachiho (高千穂町),town,Kyūshū (九州),Kyūshū (九州),Nishiusuki (西臼杵郡)
1458,Miyazaki (宮崎縣),Hinokage (日之影町),town,Kyūshū (九州),Kyūshū (九州),Nishiusuki (西臼杵郡)
1459,Miyazaki (宮崎縣),Gokase (五ヶ瀬町),town,Kyūshū (九州),Kyūshū (九州),Nishiusuki (西臼杵郡)
1460,Miyazaki (宮崎縣),Nishimera (西米良村),village,Kyūshū (九州),Kyūshū (九州),Koyu (宮崎県)
1461,Miyazaki (宮崎縣),Morotsuka (諸塚村),village,Kyūshū (九州),Kyūshū (九州),Higashiusuki (東臼杵郡)
1462,Miyazaki (宮崎縣),Shiiba (椎葉村),village,Kyūshū (九州),Kyūshū (九州),Higashiusuki (東臼杵郡)
1463,Nagasaki (長崎縣),Nagasaki (長崎市),city,Kyūshū (九州),Kyūshū (九州),Nagasaki (長崎市)
1464,Nagasaki (長崎縣),Sasebo (佐世保市),city,Kyūshū (九州),Kyūshū (九州),Sasebo (佐世保市)
1465,Nagasaki (長崎縣),Shimabara (島原市),city,Kyūshū (九州),Kyūshū (九州),Shimabara (島原市)
1466,Nagasaki (長崎縣),Ōmura (大村市),city,Kyūshū (九州),Kyūshū (九州),Ōmura (大村市)
1467,Nagasaki (長崎縣),Tsushima (対馬市),city,Kyūshū (九州),Kyūshū (九州),Tsushima (対馬市)
1468,Nagasaki (長崎縣),Iki (壱岐市),city,Kyūshū (九州),Kyūshū (九州),Iki (壱岐市)
1469,Nagasaki (長崎縣),Gotō (五島市),city,Kyūshū (九州),Kyūshū (九州),Gotō (五島市)
1470,Nagasaki (長崎縣),Isahaya (諫早市),city,Kyūshū (九州),Kyūshū (九州),Isahaya (諫早市)
1471,Nagasaki (長崎縣),Saikai (西海市),city,Kyūshū (九州),Kyūshū (九州),Saikai (西海市)
1472,Nagasaki (長崎縣),Hirado (平戸市),city,Kyūshū (九州),Kyūshū (九州),Hirado (平戸市)
1473,Nagasaki (長崎縣),Unzen (雲仙市),city,Kyūshū (九州),Kyūshū (九州),Unzen (雲仙市)
1474,Nagasaki (長崎縣),Matsuura (松浦市),city,Kyūshū (九州),Kyūshū (九州),Matsuura (松浦市)
1475,Nagasaki (長崎縣),Minamishimabara (南島原市),city,Kyūshū (九州),Kyūshū (九州),Minamishimabara (南島原市)
1476,Nagasaki (長崎縣),Nagayo (長与町),town,Kyūshū (九州),Kyūshū (九州),Nishisonogi (西彼杵郡)
1477,Nagasaki (長崎縣),Togitsu (時津町),town,Kyūshū (九州),Kyūshū (九州),Nishisonogi (西彼杵郡)
1478,Nagasaki (長崎縣),Higashisonogi (東彼杵町),town,Kyūshū (九州),Kyūshū (九州),Higashisonogi (東彼杵郡)
1479,Nagasaki (長崎縣),Kawatana (川棚町),town,Kyūshū (九州),Kyūshū (九州),Higashisonogi (東彼杵郡)
1480,Nagasaki (長崎縣),Hasami (波佐見町),town,Kyūshū (九州),Kyūshū (九州),Higashisonogi (東彼杵郡)
1481,Nagasaki (長崎縣),Ojika (小値賀町),town,Kyūshū (九州),Kyūshū (九州),Kitamatsuura (北松浦郡)
1482,Nagasaki (長崎縣),Saza (佐々町),town,Kyūshū (九州),Kyūshū (九州),Kitamatsuura (北松浦郡)
1483,Nagasaki (長崎縣),Shin-Kamigotō (新上五島町),town,Kyūshū (九州),Kyūshū (九州),Minamimatsuura (南松浦郡)
1484,Ōita (大分縣),Ōita (大分市),city,Kyūshū (九州),Kyūshū (九州),Ōita (大分市)
1485,Ōita (大分縣),Beppu (別府市),city,Kyūshū (九州),Kyūshū (九州),Beppu (別府市)
1486,Ōita (大分縣),Nakatsu (中津市),city,Kyūshū (九州),Kyūshū (九州),Nakatsu (中津市)
1487,Ōita (大分縣),Hita (日田市),city,Kyūshū (九州),Kyūshū (九州),Hita (日田市)
1488,Ōita (大分縣),Saiki (佐伯市),city,Kyūshū (九州),Kyūshū (九州),Saiki (佐伯市)
1489,Ōita (大分縣),Usuki (臼杵市),city,Kyūshū (九州),Kyūshū (九州),Usuki (臼杵市)
1490,Ōita (大分縣),Tsukumi (津久見市),city,Kyūshū (九州),Kyūshū (九州),Tsukumi (津久見市)
1491,Ōita (大分縣),Taketa (竹田市),city,Kyūshū (九州),Kyūshū (九州),Taketa (竹田市)
1492,Ōita (大分縣),Bungotakada (豊後高田市),city,Kyūshū (九州),Kyūshū (九州),Bungotakada (豊後高田市)
1493,Ōita (大分縣),Usa (宇佐市),city,Kyūshū (九州),Kyūshū (九州),Usa (宇佐市)
1494,Ōita (大分縣),Bungo-Ōno (豊後大野市),city,Kyūshū (九州),Kyūshū (九州),Bungo-Ōno (豊後大野市)
1495,Ōita (大分縣),Kitsuki (杵築市),city,Kyūshū (九州),Kyūshū (九州),Kitsuki (杵築市)
1496,Ōita (大分縣),Yufu (由布市),city,Kyūshū (九州),Kyūshū (九州),Yufu (由布市)
1497,Ōita (大分縣),Kunisaki (国東市),city,Kyūshū (九州),Kyūshū (九州),Kunisaki (国東市)
1498,Ōita (大分縣),Hiji (日出町),town,Kyūshū (九州),Kyūshū (九州),Hayami (速見郡)
1499,Ōita (大分縣),Kusu (玖珠町),town,Kyūshū (九州),Kyūshū (九州),Kusu (玖珠郡)
1500,Ōita (大分縣),Kokonoe (九重町),town,Kyūshū (九州),Kyūshū (九州),Kusu (玖珠郡)
1501,Ōita (大分縣),Himeshima (姫島村),village,Kyūshū (九州),Kyūshū (九州),Higashikunisaki (東国東郡)
1502,Saga (佐賀縣),Tosu (鳥栖市),city,Kyūshū (九州),Kyūshū (九州),Tosu (鳥栖市)
1503,Saga (佐賀縣),Imari (伊万里市),city,Kyūshū (九州),Kyūshū (九州),Imari (伊万里市)
1504,Saga (佐賀縣),Kashima (鹿島市),city,Kyūshū (九州),Kyūshū (九州),Kashima (鹿島市)
1505,Saga (佐賀縣),Taku (多久市),city,Kyūshū (九州),Kyūshū (九州),Taku (多久市)
1506,Saga (佐賀縣),Karatsu (唐津市),city,Kyūshū (九州),Kyūshū (九州),Karatsu (唐津市)
1507,Saga (佐賀縣),Ogi (小城市),city,Kyūshū (九州),Kyūshū (九州),Ogi (小城市)
1508,Saga (佐賀縣),Saga (佐賀市),city,Kyūshū (九州),Kyūshū (九州),Saga (佐賀市)
1509,Saga (佐賀縣),Ureshino (嬉野市),city,Kyūshū (九州),Kyūshū (九州),Ureshino (嬉野市)
1510,Saga (佐賀縣),Takeo (武雄市),city,Kyūshū (九州),Kyūshū (九州),Takeo (武雄市)
1511,Saga (佐賀縣),Kanzaki (神埼市),city,Kyūshū (九州),Kyūshū (九州),Kanzaki (神埼市)
1512,Saga (佐賀縣),Yoshinogari (吉野ヶ里町),town,Kyūshū (九州),Kyūshū (九州),Kanzaki (神埼郡)
1513,Saga (佐賀縣),Kiyama (基山町),town,Kyūshū (九州),Kyūshū (九州),Miyaki (三養基郡)
1514,Saga (佐賀縣),Kamimine (上峰町),town,Kyūshū (九州),Kyūshū (九州),Miyaki (三養基郡)
1515,Saga (佐賀縣),Miyaki (みやき町),town,Kyūshū (九州),Kyūshū (九州),Miyaki (三養基郡)
1516,Saga (佐賀縣),Genkai (玄海町),town,Kyūshū (九州),Kyūshū (九州),Higashimatsuura (東松浦郡)
1517,Saga (佐賀縣),Arita (有田町),town,Kyūshū (九州),Kyūshū (九州),Nishimatsuura (西松浦郡)
1518,Saga (佐賀縣),Ōmachi (大町町),town,Kyūshū (九州),Kyūshū (九州),Kishima (杵島郡)
1519,Saga (佐賀縣),Kōhoku (江北町),town,Kyūshū (九州),Kyūshū (九州),Kishima (杵島郡)
1520,Saga (佐賀縣),Shiroishi (白石町),town,Kyūshū (九州),Kyūshū (九州),Kishima (杵島郡)
1521,Saga (佐賀縣),Tara (太良町),town,Kyūshū (九州),Kyūshū (九州),Fujitsu (藤津郡)
1522,Hokkaido (北海道),Sapporo (札幌市),city,Hokkaidō (北海道),Hokkaidō (北海道),Sapporo (札幌市)
1523,Hokkaido (北海道),Hakodate (函館市),city,Hokkaidō (北海道),Hokkaidō (北海道),Hakodate (函館市)
1524,Hokkaido (北海道),Otaru (小樽市),city,Hokkaidō (北海道),Hokkaidō (北海道),Otaru (小樽市)
1525,Hokkaido (北海道),Asahikawa (旭川市),city,Hokkaidō (北海道),Hokkaidō (北海道),Asahikawa (旭川市)
1526,Hokkaido (北海道),Muroran (室蘭市),city,Hokkaidō (北海道),Hokkaidō (北海道),Muroran (室蘭市)
1527,Hokkaido (北海道),Obihiro (帯広市),city,Hokkaidō (北海道),Hokkaidō (北海道),Obihiro (帯広市)
1528,Hokkaido (北海道),Yūbari (夕張市),city,Hokkaidō (北海道),Hokkaidō (北海道),Yūbari (夕張市)
1529,Hokkaido (北海道),Iwamizawa (岩見沢市),city,Hokkaidō (北海道),Hokkaidō (北海道),Iwamizawa (岩見沢市)
1530,Hokkaido (北海道),Abashiri (網走市),city,Hokkaidō (北海道),Hokkaidō (北海道),Abashiri (網走市)
1531,Hokkaido (北海道),Rumoi (留萌市),city,Hokkaidō (北海道),Hokkaidō (北海道),Rumoi (留萌市)
1532,Hokkaido (北海道),Tomakomai (苫小牧市),city,Hokkaidō (北海道),Hokkaidō (北海道),Tomakomai (苫小牧市)
1533,Hokkaido (北海道),Wakkanai (稚内市),city,Hokkaidō (北海道),Hokkaidō (北海道),Wakkanai (稚内市)
1534,Hokkaido (北海道),Bibai (美唄市),city,Hokkaidō (北海道),Hokkaidō (北海道),Bibai (美唄市)
1535,Hokkaido (北海道),Ashibetsu (芦別市),city,Hokkaidō (北海道),Hokkaidō (北海道),Ashibetsu (芦別市)
1536,Hokkaido (北海道),Ebetsu (江別市),city,Hokkaidō (北海道),Hokkaidō (北海道),Ebetsu (江別市)
1537,Hokkaido (北海道),Akabira (赤平市),city,Hokkaidō (北海道),Hokkaidō (北海道),Akabira (赤平市)
1538,Hokkaido (北海道),Monbetsu (紋別市),city,Hokkaidō (北海道),Hokkaidō (北海道),Monbetsu (紋別市)
1539,Hokkaido (北海道),Mikasa (三笠市),city,Hokkaidō (北海道),Hokkaidō (北海道),Mikasa (三笠市)
1540,Hokkaido (北海道),Nemuro (根室市),city,Hokkaidō (北海道),Hokkaidō (北海道),Nemuro (根室市)
1541,Hokkaido (北海道),Chitose (千歳市),city,Hokkaidō (北海道),Hokkaidō (北海道),Chitose (千歳市)
1542,Hokkaido (北海道),Takikawa (滝川市),city,Hokkaidō (北海道),Hokkaidō (北海道),Takikawa (滝川市)
1543,Hokkaido (北海道),Sunagawa (砂川市),city,Hokkaidō (北海道),Hokkaidō (北海道),Sunagawa (砂川市)
1544,Hokkaido (北海道),Utashinai (歌志内市),city,Hokkaidō (北海道),Hokkaidō (北海道),Utashinai (歌志内市)
1545,Hokkaido (北海道),Fukagawa (深川市),city,Hokkaidō (北海道),Hokkaidō (北海道),Fukagawa (深川市)
1546,Hokkaido (北海道),Furano (富良野市),city,Hokkaidō (北海道),Hokkaidō (北海道),Furano (富良野市)
1547,Hokkaido (北海道),Noboribetsu (登別市),city,Hokkaidō (北海道),Hokkaidō (北海道),Noboribetsu (登別市)
1548,Hokkaido (北海道),Eniwa (恵庭市),city,Hokkaidō (北海道),Hokkaidō (北海道),Eniwa (恵庭市)
1549,Hokkaido (北海道),Date (伊達市),city,Hokkaidō (北海道),Hokkaidō (北海道),Date (伊達市)
1550,Hokkaido (北海道),Kitahiroshima (北広島市),city,Hokkaidō (北海道),Hokkaidō (北海道),Kitahiroshima (北広島市)
1551,Hokkaido (北海道),Ishikari (石狩市),city,Hokkaidō (北海道),Hokkaidō (北海道),Ishikari (石狩市)
1552,Hokkaido (北海道),Shibetsu (士別市),city,Hokkaidō (北海道),Hokkaidō (北海道),Shibetsu (士別市)
1553,Hokkaido (北海道),Kushiro (釧路市),city,Hokkaidō (北海道),Hokkaidō (北海道),Kushiro (釧路市)
1554,Hokkaido (北海道),Hokuto (北斗市),city,Hokkaidō (北海道),Hokkaidō (北海道),Hokuto (北斗市)
1555,Hokkaido (北海道),Kitami (北見市),city,Hokkaidō (北海道),Hokkaidō (北海道),Kitami (北見市)
1556,Hokkaido (北海道),Nayoro (名寄市),city,Hokkaidō (北海道),Hokkaidō (北海道),Nayoro (名寄市)
1557,Hokkaido (北海道),Nanporo (南幌町),town,Hokkaidō (北海道),Hokkaidō (北海道),Sorachi (空知郡)
1558,Hokkaido (北海道),Naie (奈井江町),town,Hokkaidō (北海道),Hokkaidō (北海道),Sorachi (空知郡)
1559,Hokkaido (北海道),Kamisunagawa (上砂川町),town,Hokkaidō (北海道),Hokkaidō (北海道),Sorachi (空知郡)
1560,Hokkaido (北海道),Yuni (由仁町),town,Hokkaidō (北海道),Hokkaidō (北海道),Yūbari (夕張郡)
